facts_generate,facts_save,articles_generate,articles_save,questions_generate,questions_save,total
0.6936750411987305,0.07321524620056152,0.08671784400939941,0.0005691051483154297,1.4176032543182373,1.1920928955078125e-06,2.275876998901367
