facts_generate,facts_save,articles_generate,articles_save,questions_generate,questions_save,total
0.5986928939819336,0.08048605918884277,0.1214151382446289,0.0005948543548583984,1.1059021949768066,1.1920928955078125e-06,1.9105169773101807
